Moving1.Position[deg],I_aa[A],FluxLinkage(A)[Wb]
52.8,89.4444444444445,0.32383
53.7,89.4444444444445,0.276606
54.6,89.4444444444445,0.231891
55.5,89.4444444444445,0.203805
56.4,89.4444444444445,0.188244
57.2999999999999,89.4444444444445,0.177958
58.2,89.4444444444445,0.171823
59.1000000000001,89.4444444444445,0.168395
60.0000000000001,89.4444444444445,0.167108
60.9000000000002,89.4444444444445,0.168405
61.8000000000003,89.4444444444445,0.171813
62.7000000000003,89.4444444444445,0.178073
63.6000000000004,89.4444444444445,0.188199
64.4999999999999,89.4444444444445,0.203607
65.3999999999999,89.4444444444445,0.232152
66.3,89.4444444444445,0.276383
67.2,89.4444444444445,0.323944
